Day,TimeSlot,Room,Course,Year,Division,Subject,Teacher
friday,09:00-10:00,2108,CS,FY,C,IKS - Indian Knowledge System,KGT
friday,09:00-10:00,2119,AIDS,TY,A,RAAD - Reasoning and Aptitude Dev.,AMK
friday,09:00-10:00,2124,CS(AIML),LY,C,GP - General Proficiency,KGT
friday,09:00-10:00,2200,CS,FY,B,IKS - Indian Knowledge System,SRH
friday,09:00-10:00,2207,IT,LY,D,CN - Computer Networks,SRH
friday,09:00-10:00,2216,IT,SY,B,COA - Computer Org. & Architecture,VKJ
friday,09:00-10:00,2304,IT,FY,E,RAAD - Reasoning and Aptitude Dev.,VKJ
friday,09:00-10:00,2307,IT,FY,D,WD - Web Development,PNM
friday,09:00-10:00,2315,IT,LY,B,GP - General Proficiency,PNM
friday,09:00-10:00,2324,AIDS,TY,D,GP - General Proficiency,SRH
friday,09:00-10:00,2324,AIDS,LY,D,RAAD - Reasoning and Aptitude Dev.,JAK
friday,09:00-10:00,3004,CS,TY,E,LADE - Linear Algebra & Diff. Equations,AAB
friday,09:00-10:00,3024,AIDS,TY,C,OS - Operating Systems,JAK
friday,09:00-10:00,3101,CS(AI),LY,D,DBMS - Database Management Systems,AMK
friday,09:00-10:00,3103,CS(AI),TY,C,OS - Operating Systems,AMK
friday,09:00-10:00,3105,IT,LY,E,IKS - Indian Knowledge System,PNM
friday,09:00-10:00,3105,CS(AI),LY,A,SRM - Scientific Research Methods,VKJ
friday,09:00-10:00,3115,CS(AI),SY,B,LADE - Linear Algebra & Diff. Equations,JAK
friday,09:00-10:00,3203,IT,TY,C,RAAD - Reasoning and Aptitude Dev.,VKJ
friday,09:00-10:00,3206,CS,FY,A,DBMS - Database Management Systems,VKJ
friday,09:00-10:00,3206,CS,SY,A,CN - Computer Networks,SRH
friday,09:00-10:00,3206,CS(AIML),TY,E,COA - Computer Org. & Architecture,AMK
friday,09:00-10:00,3211,CS(AI),SY,A,WD - Web Development,VKJ
friday,09:00-10:00,3215,CS,TY,A,ML - Machine Learning,AMK
friday,09:00-10:00,3307,CS(AIML),FY,E,CN - Computer Networks,PNM
friday,09:00-10:00,3311,AIDS,SY,A,GP - General Proficiency,JAK
friday,09:00-10:00,3313,CS(AIML),TY,D,SRM - Scientific Research Methods,JAK
friday,09:00-10:00,3315,CS(AIML),SY,C,WD - Web Development,PNM
friday,09:00-10:00,3324,CS(AI),TY,A,LADE - Linear Algebra & Diff. Equations,VKJ
friday,09:00-10:00,4008,CS(AI),SY,C,DBMS - Database Management Systems,VKJ
friday,09:00-10:00,4021,IT,TY,B,LADE - Linear Algebra & Diff. Equations,AAB
friday,09:00-10:00,4022,CS(AI),SY,D,AI - Artificial Intelligence,VKJ
friday,09:00-10:00,4023,CS,TY,D,COA - Computer Org. & Architecture,PNM
friday,09:00-10:00,4100,CS(AIML),TY,B,CN - Computer Networks,PNM
friday,09:00-10:00,4106,CS(AI),TY,D,LADE - Linear Algebra & Diff. Equations,KGT
friday,09:00-10:00,4108,CS(AIML),SY,B,OS - Operating Systems,SRH
friday,09:00-10:00,4115,CS(AIML),FY,B,ML - Machine Learning,KGT
friday,09:00-10:00,4206,IT,TY,A,OS - Operating Systems,AMK
friday,09:00-10:00,4210,AIDS,FY,D,GP - General Proficiency,AMK
friday,09:00-10:00,4214,CS,LY,D,SRM - Scientific Research Methods,AAB
friday,09:00-10:00,4216,CS,FY,E,LADE - Linear Algebra & Diff. Equations,PNM
friday,09:00-10:00,4218,CS(AI),LY,E,OS - Operating Systems,AAB
friday,09:00-10:00,4223,AIDS,FY,A,WD - Web Development,AMK
friday,09:00-10:00,4305,CS(AIML),FY,D,DBMS - Database Management Systems,PNM
friday,09:00-10:00,4314,IT,SY,C,PSP - Problem Solving & Programming,AAB
friday,09:00-10:00,4317,CS(AIML),LY,B,AI - Artificial Intelligence,AAB
friday,10:00-11:00,1010,AIDS,FY,E,DBMS - Database Management Systems,KGT
friday,10:00-11:00,1015,CS(AI),LY,C,ML - Machine Learning,VKJ
friday,10:00-11:00,1023,IT,LY,A,IKS - Indian Knowledge System,VKJ
friday,10:00-11:00,1101,IT,TY,B,IKS - Indian Knowledge System,JAK
friday,10:00-11:00,1103,CS,TY,E,IKS - Indian Knowledge System,PNM
friday,10:00-11:00,1112,CS(AI),LY,A,RAAD - Reasoning and Aptitude Dev.,KGT
friday,10:00-11:00,1117,CS(AIML),FY,E,WD - Web Development,KGT
friday,10:00-11:00,1220,IT,LY,C,PSP - Problem Solving & Programming,AMK
friday,10:00-11:00,1224,CS(AI),SY,C,RAAD - Reasoning and Aptitude Dev.,KGT
friday,10:00-11:00,1300,CS(AI),SY,E,AI - Artificial Intelligence,SRH
friday,10:00-11:00,1301,IT,LY,B,GP - General Proficiency,VKJ
friday,10:00-11:00,1307,AIDS,TY,E,SRM - Scientific Research Methods,PNM
friday,10:00-11:00,1310,AIDS,SY,E,CN - Computer Networks,VKJ
friday,10:00-11:00,1317,CS(AIML),SY,E,COA - Computer Org. & Architecture,AAB
friday,10:00-11:00,1319,CS(AIML),LY,E,AI - Artificial Intelligence,AAB
friday,10:00-11:00,2001,CS(AIML),TY,C,IKS - Indian Knowledge System,SRH
friday,10:00-11:00,2009,CS(AI),TY,A,IKS - Indian Knowledge System,KGT
friday,10:00-11:00,2017,CS(AIML),FY,C,OS - Operating Systems,AAB
friday,10:00-11:00,2018,CS(AI),FY,D,SRM - Scientific Research Methods,JAK
friday,10:00-11:00,2019,AIDS,SY,C,COA - Computer Org. & Architecture,KGT
friday,10:00-11:00,2101,CS,SY,C,RAAD - Reasoning and Aptitude Dev.,KGT
friday,10:00-11:00,2103,AIDS,TY,B,PSP - Problem Solving & Programming,AMK
friday,10:00-11:00,2107,CS,TY,B,CN - Computer Networks,JAK
friday,10:00-11:00,2107,CS,LY,A,SRM - Scientific Research Methods,AAB
friday,10:00-11:00,2114,AIDS,SY,D,LADE - Linear Algebra & Diff. Equations,PNM
friday,10:00-11:00,2117,IT,LY,D,RAAD - Reasoning and Aptitude Dev.,SRH
friday,10:00-11:00,2118,CS(AI),FY,A,SRM - Scientific Research Methods,SRH
friday,10:00-11:00,2212,CS(AIML),FY,B,IKS - Indian Knowledge System,AAB
friday,10:00-11:00,2217,CS(AIML),FY,A,AI - Artificial Intelligence,KGT
friday,10:00-11:00,2220,CS(AI),FY,C,LADE - Linear Algebra & Diff. Equations,JAK
friday,10:00-11:00,2222,IT,TY,C,DBMS - Database Management Systems,AAB
friday,10:00-11:00,2310,CS,LY,B,OS - Operating Systems,JAK
friday,10:00-11:00,2315,CS,SY,B,SRM - Scientific Research Methods,JAK
friday,10:00-11:00,2319,IT,FY,E,GP - General Proficiency,JAK
friday,10:00-11:00,2323,CS(AIML),SY,A,WD - Web Development,AAB
friday,10:00-11:00,3007,IT,LY,E,WD - Web Development,PNM
friday,10:00-11:00,3009,AIDS,LY,D,DBMS - Database Management Systems,PNM
friday,10:00-11:00,3015,IT,SY,D,CN - Computer Networks,KGT
friday,10:00-11:00,3111,CS(AI),SY,A,LADE - Linear Algebra & Diff. Equations,PNM
friday,10:00-11:00,3205,AIDS,SY,B,RAAD - Reasoning and Aptitude Dev.,VKJ
friday,10:00-11:00,3211,CS,FY,C,PSP - Problem Solving & Programming,KGT
friday,10:00-11:00,3221,CS(AI),SY,B,AI - Artificial Intelligence,VKJ
friday,10:00-11:00,3301,AIDS,LY,B,GP - General Proficiency,AAB
friday,10:00-11:00,3302,CS,FY,A,DBMS - Database Management Systems,VKJ
friday,10:00-11:00,3303,CS(AIML),LY,A,RAAD - Reasoning and Aptitude Dev.,AAB
friday,10:00-11:00,3305,IT,SY,B,DBMS - Database Management Systems,AAB
friday,10:00-11:00,3309,CS(AIML),LY,B,DBMS - Database Management Systems,AMK
friday,10:00-11:00,3313,IT,FY,C,IKS - Indian Knowledge System,PNM
friday,10:00-11:00,3314,AIDS,TY,C,GP - General Proficiency,SRH
friday,10:00-11:00,4007,CS(AIML),TY,A,RAAD - Reasoning and Aptitude Dev.,KGT
friday,10:00-11:00,4008,CS(AIML),TY,E,RAAD - Reasoning and Aptitude Dev.,PNM
friday,10:00-11:00,4009,IT,TY,D,WD - Web Development,AAB
friday,10:00-11:00,4013,CS,LY,D,GP - General Proficiency,PNM
friday,10:00-11:00,4013,CS(AIML),SY,C,GP - General Proficiency,KGT
friday,10:00-11:00,4024,AIDS,SY,A,COA - Computer Org. & Architecture,VKJ
friday,10:00-11:00,4102,CS,TY,A,SRM - Scientific Research Methods,KGT
friday,10:00-11:00,4109,IT,FY,A,GP - General Proficiency,JAK
friday,10:00-11:00,4111,CS(AIML),SY,B,AI - Artificial Intelligence,PNM
friday,10:00-11:00,4116,IT,FY,D,IKS - Indian Knowledge System,SRH
friday,10:00-11:00,4124,IT,SY,E,WD - Web Development,PNM
friday,10:00-11:00,4201,CS,SY,A,ML - Machine Learning,PNM
friday,10:00-11:00,4202,AIDS,FY,C,LADE - Linear Algebra & Diff. Equations,JAK
friday,10:00-11:00,4203,AIDS,FY,D,ML - Machine Learning,SRH
friday,10:00-11:00,4206,AIDS,LY,A,SRM - Scientific Research Methods,AAB
friday,10:00-11:00,4220,IT,TY,E,RAAD - Reasoning and Aptitude Dev.,JAK
friday,10:00-11:00,4221,CS(AI),TY,E,ML - Machine Learning,AAB
friday,10:00-11:00,4223,CS,FY,D,IKS - Indian Knowledge System,VKJ
friday,10:00-11:00,4304,CS(AI),LY,E,PSP - Problem Solving & Programming,VKJ
friday,10:00-11:00,4305,CS(AI),TY,B,ML - Machine Learning,PNM
friday,10:00-11:00,4313,CS(AIML),LY,C,DBMS - Database Management Systems,AMK
friday,11:00-12:00,1003,CS,LY,B,GP - General Proficiency,JAK
friday,11:00-12:00,1004,CS,SY,A,CN - Computer Networks,JAK
friday,11:00-12:00,1006,CS(AI),LY,C,SRM - Scientific Research Methods,KGT
friday,11:00-12:00,1010,CS,TY,A,WD - Web Development,VKJ
friday,11:00-12:00,1014,AIDS,SY,C,COA - Computer Org. & Architecture,KGT
friday,11:00-12:00,1016,CS(AI),FY,E,AI - Artificial Intelligence,VKJ
friday,11:00-12:00,1105,AIDS,LY,A,RAAD - Reasoning and Aptitude Dev.,AAB
friday,11:00-12:00,1107,AIDS,SY,E,WD - Web Development,VKJ
friday,11:00-12:00,1124,CS,FY,D,COA - Computer Org. & Architecture,VKJ
friday,11:00-12:00,1200,IT,FY,B,OS - Operating Systems,PNM
friday,11:00-12:00,1209,CS(AI),FY,C,ML - Machine Learning,VKJ
friday,11:00-12:00,1219,CS(AI),SY,B,IKS - Indian Knowledge System,VKJ
friday,11:00-12:00,1221,CS,FY,A,SRM - Scientific Research Methods,VKJ
friday,11:00-12:00,1222,CS,FY,C,SRM - Scientific Research Methods,AMK
friday,11:00-12:00,1310,IT,TY,A,IKS - Indian Knowledge System,AAB
friday,11:00-12:00,1311,CS(AI),TY,E,AI - Artificial Intelligence,PNM
friday,11:00-12:00,1313,IT,LY,D,LADE - Linear Algebra & Diff. Equations,AAB
friday,11:00-12:00,1314,IT,FY,D,GP - General Proficiency,AAB
friday,11:00-12:00,1317,IT,SY,E,AI - Artificial Intelligence,KGT
friday,11:00-12:00,1317,CS(AIML),TY,D,SRM - Scientific Research Methods,VKJ
friday,11:00-12:00,1323,CS,LY,A,AI - Artificial Intelligence,VKJ
friday,11:00-12:00,2002,AIDS,TY,C,SRM - Scientific Research Methods,PNM
friday,11:00-12:00,2005,CS(AI),LY,B,AI - Artificial Intelligence,JAK
friday,11:00-12:00,2007,IT,TY,B,GP - General Proficiency,JAK
friday,11:00-12:00,2012,CS(AI),FY,A,WD - Web Development,KGT
friday,11:00-12:00,2022,CS,SY,C,OS - Operating Systems,PNM
friday,11:00-12:00,2023,AIDS,FY,C,AI - Artificial Intelligence,VKJ
friday,11:00-12:00,2100,CS(AIML),TY,E,LADE - Linear Algebra & Diff. Equations,AMK
friday,11:00-12:00,2105,IT,LY,B,DBMS - Database Management Systems,AMK
friday,11:00-12:00,2106,CS,LY,E,AI - Artificial Intelligence,VKJ
friday,11:00-12:00,2203,CS(AI),TY,C,COA - Computer Org. & Architecture,AAB
friday,11:00-12:00,2206,AIDS,TY,E,LADE - Linear Algebra & Diff. Equations,SRH
friday,11:00-12:00,2218,CS(AIML),SY,E,LADE - Linear Algebra & Diff. Equations,AMK
friday,11:00-12:00,2223,AIDS,FY,E,ML - Machine Learning,SRH
friday,11:00-12:00,2224,CS(AIML),TY,C,DBMS - Database Management Systems,JAK
friday,11:00-12:00,2307,CS(AIML),SY,A,PSP - Problem Solving & Programming,SRH
friday,11:00-12:00,3000,IT,FY,C,CN - Computer Networks,KGT
friday,11:00-12:00,3010,IT,LY,C,GP - General Proficiency,JAK
friday,11:00-12:00,3011,CS(AI),FY,D,COA - Computer Org. & Architecture,PNM
friday,11:00-12:00,3024,CS,TY,B,PSP - Problem Solving & Programming,PNM
friday,11:00-12:00,3110,CS,LY,D,AI - Artificial Intelligence,SRH
friday,11:00-12:00,3112,IT,SY,C,GP - General Proficiency,PNM
friday,11:00-12:00,3115,AIDS,LY,B,GP - General Proficiency,JAK
friday,11:00-12:00,3220,AIDS,SY,D,ML - Machine Learning,VKJ
friday,11:00-12:00,3300,CS(AI),SY,A,AI - Artificial Intelligence,PNM
friday,11:00-12:00,3301,CS,FY,B,AI - Artificial Intelligence,KGT
friday,11:00-12:00,3302,CS(AIML),LY,C,PSP - Problem Solving & Programming,KGT
friday,11:00-12:00,3310,CS(AI),TY,D,PSP - Problem Solving & Programming,JAK
friday,11:00-12:00,3314,IT,FY,E,GP - General Proficiency,JAK
friday,11:00-12:00,4010,IT,SY,A,RAAD - Reasoning and Aptitude Dev.,KGT
friday,11:00-12:00,4010,AIDS,SY,B,ML - Machine Learning,PNM
friday,11:00-12:00,4019,CS(AI),FY,B,GP - General Proficiency,PNM
friday,11:00-12:00,4024,AIDS,SY,A,DBMS - Database Management Systems,SRH
friday,11:00-12:00,4115,IT,SY,D,LADE - Linear Algebra & Diff. Equations,SRH
friday,11:00-12:00,4115,CS(AIML),FY,A,ML - Machine Learning,SRH
friday,11:00-12:00,4118,CS(AI),LY,E,RAAD - Reasoning and Aptitude Dev.,SRH
friday,11:00-12:00,4200,CS(AI),LY,D,WD - Web Development,VKJ
friday,11:00-12:00,4206,CS,TY,D,COA - Computer Org. & Architecture,JAK
friday,11:00-12:00,4214,CS,SY,E,CN - Computer Networks,SRH
friday,11:00-12:00,4214,CS(AIML),LY,B,COA - Computer Org. & Architecture,VKJ
friday,11:00-12:00,4217,CS,SY,D,DBMS - Database Management Systems,KGT
friday,11:00-12:00,4301,IT,TY,D,RAAD - Reasoning and Aptitude Dev.,SRH
friday,11:00-12:00,4314,CS(AIML),SY,C,ML - Machine Learning,JAK
friday,11:00-12:00,4315,AIDS,TY,B,GP - General Proficiency,AAB
friday,11:00-12:00,4318,AIDS,TY,A,RAAD - Reasoning and Aptitude Dev.,VKJ
friday,11:00-12:00,4324,CS(AI),LY,A,GP - General Proficiency,AAB
friday,12:00-13:00,1000,CS(AI),TY,B,COA - Computer Org. & Architecture,AAB
friday,12:00-13:00,1003,CS,FY,E,SRM - Scientific Research Methods,AAB
friday,12:00-13:00,1009,CS(AIML),SY,C,LADE - Linear Algebra & Diff. Equations,PNM
friday,12:00-13:00,1013,IT,TY,D,COA - Computer Org. & Architecture,AAB
friday,12:00-13:00,1023,CS,LY,A,PSP - Problem Solving & Programming,PNM
friday,12:00-13:00,1106,AIDS,FY,B,RAAD - Reasoning and Aptitude Dev.,AAB
friday,12:00-13:00,1120,AIDS,TY,D,CN - Computer Networks,PNM
friday,12:00-13:00,1208,CS,LY,D,WD - Web Development,VKJ
friday,12:00-13:00,1213,CS,SY,E,GP - General Proficiency,VKJ
friday,12:00-13:00,1214,AIDS,SY,D,CN - Computer Networks,SRH
friday,12:00-13:00,1215,IT,FY,A,PSP - Problem Solving & Programming,VKJ
friday,12:00-13:00,1215,IT,FY,C,AI - Artificial Intelligence,JAK
friday,12:00-13:00,1216,AIDS,FY,A,WD - Web Development,AAB
friday,12:00-13:00,1301,CS,FY,A,PSP - Problem Solving & Programming,AAB
friday,12:00-13:00,1308,CS(AI),FY,C,GP - General Proficiency,PNM
friday,12:00-13:00,1310,CS(AIML),TY,B,PSP - Problem Solving & Programming,PNM
friday,12:00-13:00,1321,CS(AI),FY,E,PSP - Problem Solving & Programming,AAB
friday,12:00-13:00,1324,CS(AI),LY,B,AI - Artificial Intelligence,KGT
friday,12:00-13:00,2001,CS(AI),LY,C,WD - Web Development,JAK
friday,12:00-13:00,2001,CS(AIML),LY,C,COA - Computer Org. & Architecture,AAB
friday,12:00-13:00,2021,AIDS,SY,A,AI - Artificial Intelligence,VKJ
friday,12:00-13:00,2101,CS(AIML),LY,E,GP - General Proficiency,AAB
friday,12:00-13:00,2105,CS,TY,D,WD - Web Development,KGT
friday,12:00-13:00,2113,IT,LY,D,DBMS - Database Management Systems,KGT
friday,12:00-13:00,2114,CS(AIML),LY,A,IKS - Indian Knowledge System,PNM
friday,12:00-13:00,2116,IT,FY,B,WD - Web Development,AMK
friday,12:00-13:00,2116,CS(AI),LY,D,ML - Machine Learning,SRH
friday,12:00-13:00,2200,CS,LY,C,RAAD - Reasoning and Aptitude Dev.,PNM
friday,12:00-13:00,2222,AIDS,LY,C,DBMS - Database Management Systems,AAB
friday,12:00-13:00,2309,CS(AI),LY,A,RAAD - Reasoning and Aptitude Dev.,VKJ
friday,12:00-13:00,2312,CS(AI),SY,E,DBMS - Database Management Systems,AAB
friday,12:00-13:00,2313,IT,SY,D,CN - Computer Networks,SRH
friday,12:00-13:00,2313,CS(AIML),SY,A,LADE - Linear Algebra & Diff. Equations,AMK
friday,12:00-13:00,2324,IT,SY,B,LADE - Linear Algebra & Diff. Equations,AAB
friday,12:00-13:00,3001,CS(AIML),LY,D,LADE - Linear Algebra & Diff. Equations,PNM
friday,12:00-13:00,3005,IT,LY,A,SRM - Scientific Research Methods,SRH
friday,12:00-13:00,3011,AIDS,SY,B,COA - Computer Org. & Architecture,PNM
friday,12:00-13:00,3023,CS,FY,B,RAAD - Reasoning and Aptitude Dev.,AMK
friday,12:00-13:00,3111,AIDS,LY,B,GP - General Proficiency,KGT
friday,12:00-13:00,3116,AIDS,TY,A,CN - Computer Networks,JAK
friday,12:00-13:00,3119,CS,FY,D,COA - Computer Org. & Architecture,SRH
friday,12:00-13:00,3122,IT,LY,B,SRM - Scientific Research Methods,JAK
friday,12:00-13:00,3122,CS(AIML),TY,A,OS - Operating Systems,AAB
friday,12:00-13:00,3122,IT,TY,E,OS - Operating Systems,PNM
friday,12:00-13:00,3203,AIDS,TY,C,CN - Computer Networks,AMK
friday,12:00-13:00,3204,CS(AI),TY,C,WD - Web Development,SRH
friday,12:00-13:00,3206,CS(AI),FY,B,OS - Operating Systems,AAB
friday,12:00-13:00,3206,AIDS,FY,E,RAAD - Reasoning and Aptitude Dev.,SRH
friday,12:00-13:00,3210,CS(AIML),FY,B,GP - General Proficiency,PNM
friday,12:00-13:00,3216,CS,SY,D,ML - Machine Learning,PNM
friday,12:00-13:00,3216,CS(AI),SY,A,DBMS - Database Management Systems,JAK
friday,12:00-13:00,3218,CS(AIML),FY,D,GP - General Proficiency,AAB
friday,12:00-13:00,3223,CS(AI),FY,A,PSP - Problem Solving & Programming,JAK
friday,12:00-13:00,3306,AIDS,LY,E,AI - Artificial Intelligence,SRH
friday,12:00-13:00,3307,CS(AIML),FY,C,IKS - Indian Knowledge System,JAK
friday,12:00-13:00,3308,IT,SY,E,ML - Machine Learning,AMK
friday,12:00-13:00,3315,CS(AIML),SY,D,LADE - Linear Algebra & Diff. Equations,SRH
